,x:,y
0,1.7126479754513757,3.7273338620894743
1,1.3800294692075346,2.3011409447483455
2,1.310707866254365,2.4424089026468683
3,1.9120369743648553,4.459906718694639
4,1.5776510444017813,3.0921869424022326
5,1.6541047898197716,3.7897651437238844
6,1.0717353019977733,1.9832509534635445
7,1.7231916249413526,3.380154309686657
8,1.0309939214242378,1.6922339850373662
9,1.024545264887087,1.4679455134534618
10,1.7500186696377404,3.446050225334445
11,1.7239080255775603,3.4793625297879025
12,1.1390679456131818,2.154485740858638
13,1.8911831112522632,4.353815194860312
14,1.286339103982158,2.038429644886035
15,1.5486575804548501,3.1940071487903134
16,1.2337400601577548,2.348913398416681
17,1.7685755596888986,3.7741821658081225
18,1.9230586050669802,4.580767385772594
19,1.1551195594681956,1.7988305648062082
20,1.6248866445455339,3.443998240534329
21,1.88019165938752,4.474485676288512
22,1.2336404342671268,1.9453028117438236
23,1.3067983201533377,2.63431992684429
24,1.384369281415196,2.5392875714709566
25,1.4237668339893665,2.6593075122543164
26,1.3232649225818491,2.432137207443162
27,1.9683965660738059,4.663067305326767
28,1.5802636547242779,3.6084914135923283
29,1.0137550892018745,1.4173885502512764
30,1.092893623609092,1.9568588321521
31,1.859789194910269,4.238770411309418
32,1.2012653222998444,2.1227040895162936
33,1.6692714732128122,3.1507122545290134
34,1.0301403126708268,1.31518452298136
35,1.3188189941491841,2.480260448352888
36,1.558723023807418,3.5647237939471204
37,1.4871173324251856,2.9016734711649157
38,1.577054515974026,3.175402564849711
39,1.6113101411350583,3.5435611930092383
40,1.524097252695824,3.1155017406551053
41,1.2498385216054895,2.3320887473425227
42,1.5743998997845585,3.591720012445446
43,1.112743951249092,1.7167459862621262
44,1.742606353548178,4.119765284893725
45,1.2785380784999638,2.711821038151661
46,1.4639369066929293,2.622390917203078
47,1.196239012849377,2.1210081831366914
48,1.1088327689699828,1.9911489824464237
49,1.987254996070438,4.21428220760813
50,1.2015115903622977,2.232083757701667
51,1.4096305348740692,2.486353814757611
52,1.3462164357077784,2.742849949371834
53,1.9884139466238206,4.825077091520409
54,1.550714621271109,3.233516095137519
55,1.1228182330978123,1.7442012102077902
56,1.2040764869897016,2.4067733654398635
57,1.2858940115789441,2.6697538826715057
58,1.0136012240924066,1.3034374432010014
59,1.8469956366541238,3.897490571256781
60,1.2100521536262692,2.3529140937464916
61,1.6232943736711942,3.316623567608562
62,1.4626509449457339,2.580225561177672
63,1.8516576656089145,3.9419139118098334
64,1.303342550782102,2.1664427290595576
65,1.1804557832199587,2.351736354068802
66,1.4017533155404815,2.3728605813817722
67,1.6187263695101557,3.2332190941394607
68,1.5822731960362857,3.0148862340003486
69,1.85303198830987,3.6855923767018286
70,1.6280359067249628,3.7495386735256044
71,1.4686782802443872,2.7285276982187874
72,1.0279990371812868,1.6271482790746226
73,1.8330281634424908,3.9267055607928505
74,1.3600406347293132,2.5008776109189697
75,1.1389939278385373,1.6823176080345115
76,1.3456964334453336,2.7769482255766373
77,1.0982152770571214,1.762410097406765
78,1.8566890847917854,3.835911629309847
79,1.755526731947014,3.3768841724444147
80,1.2128284916043173,2.332700730653837
81,1.6409637602136606,3.0825299159338435
82,1.6405254718902895,3.2970350438953444
83,1.8896192966497936,4.416533419035308
84,1.2036383200206973,1.7640902183692795
85,1.5260597455780953,3.1690051389667024
86,1.3768865140751765,2.242735584114604
87,1.158815532130522,1.92411209771914
88,1.1310186893129974,1.753383751857283
89,1.128275995756214,1.7303125357381957
90,1.683963723186932,3.59781904568736
91,1.5733195031951954,3.2018261624408932
92,1.305464094535013,2.123866255205975
93,1.7846058901673076,4.0614606633488215
94,1.2015420148011784,2.2605889951743654
95,1.1963314993225347,2.304823135432618
96,1.035388895546816,1.9137009923803854
97,1.4340483518762062,2.8294493064373025
98,1.207504951474483,2.3813164802533064
99,1.3160674151970124,2.7602419608438993
100,4.072271730903889,3.307110455432969
101,3.946581789538024,3.552941675897356
102,3.826563245976157,3.5276735020655225
103,3.905930687520396,3.423911313284357
104,4.1368055211453765,3.3123732245081836
105,3.948726808951245,3.6818401226690867
106,3.8256163955033013,3.441441042614774
107,3.9249310864139586,3.3367307311843146
108,3.815368227246714,3.3987473708259746
109,4.128581429883995,3.369976017261116
