,x:,y
0,0.1,-0.17844936025722347
1,0.14444444444444446,0.639095065927078
2,0.18888888888888888,0.1259225493566925
3,0.23333333333333334,0.5926833364725441
4,0.2777777777777778,1.3025911235399246
5,0.32222222222222224,1.0709056038640288
6,0.3666666666666667,1.5042637062543878
7,0.4111111111111111,1.7562561220785242
8,0.4555555555555556,1.479579432145893
9,0.5,1.2360906268944722
10,0.5444444444444445,1.5241335741335318
11,0.5888888888888889,1.6457150498041058
12,0.6333333333333333,2.2022439515265955
13,0.6777777777777778,2.1296948268582576
14,0.7222222222222222,1.9327512012252503
15,0.7666666666666667,1.470142223827949
16,0.8111111111111111,2.04269998070352
17,0.8555555555555555,1.4625723996349498
18,0.9,1.8318587711218473
19,0.9444444444444444,1.920337559527222
20,0.9888888888888889,1.554344838536977
21,1.0333333333333334,1.4649104966674287
22,1.077777777777778,1.4666184892687713
23,1.1222222222222225,1.5151121773554816
24,1.1666666666666667,1.030060261508904
25,1.2111111111111112,0.6706709576467226
26,1.2555555555555558,0.8509199420442938
27,1.3,1.0692469106636815
28,1.3444444444444446,0.6504179162574818
29,1.388888888888889,0.6563951889583997
30,1.4333333333333336,-0.09053658068021558
31,1.4777777777777779,0.07432921542985682
32,1.5222222222222224,0.25713789011052757
33,1.5666666666666669,0.15727224066197404
34,1.6111111111111112,-0.3582762707533261
35,1.6555555555555557,-0.49199331562240156
36,1.7000000000000002,-1.29932041925539
37,1.7444444444444447,-1.2174475098593567
38,1.788888888888889,-0.8290961870602594
39,1.8333333333333335,-1.5130707900121267
40,1.877777777777778,-1.6570536827396303
41,1.9222222222222223,-2.0223013089111355
42,1.9666666666666668,-2.242911248768953
43,2.011111111111111,-2.7969768664151924
44,2.055555555555556,-2.5617175181565344
45,2.1,-2.3034814079056316
46,2.144444444444445,-3.2085438671548197
47,2.188888888888889,-3.5583798187482
48,2.2333333333333334,-3.4263896022185127
49,2.277777777777778,-3.966402805594852
50,2.3222222222222224,-4.192918179671504
51,2.3666666666666667,-4.156769281378221
52,2.4111111111111114,-3.9698172275602723
53,2.4555555555555557,-4.655032271324139
54,2.5,-4.383817224165289
55,2.5444444444444447,-4.648890470552156
56,2.588888888888889,-4.859972203055167
57,2.6333333333333333,-4.607325618446129
58,2.677777777777778,-5.322296432319123
59,2.7222222222222223,-5.32518161382228
60,2.766666666666667,-5.018271607774449
61,2.8111111111111113,-5.9611288643074305
62,2.8555555555555556,-6.009371458833832
63,2.9000000000000004,-5.518460316591961
64,2.9444444444444446,-6.270117797221498
65,2.988888888888889,-6.429690793227379
66,3.0333333333333337,-6.02496018138212
67,3.077777777777778,-5.95768163154324
68,3.1222222222222222,-6.338997693505931
69,3.166666666666667,-6.61360719369522
70,3.2111111111111112,-6.766523274968255
71,3.255555555555556,-5.966718774973378
72,3.3000000000000003,-6.369511798462829
73,3.3444444444444446,-5.884439034870107
74,3.3888888888888893,-6.570108089589086
75,3.4333333333333336,-6.093741065891016
76,3.477777777777778,-6.189403635770371
77,3.5222222222222226,-6.163714170686155
78,3.566666666666667,-6.036980585939724
79,3.611111111111111,-6.2479792268974474
80,3.655555555555556,-5.346372239720389
81,3.7,-5.106810068729565
82,3.7444444444444445,-5.394634834867746
83,3.788888888888889,-5.174949870359043
84,3.8333333333333335,-4.650403350798635
85,3.877777777777778,-4.27928728402717
86,3.9222222222222225,-4.156311851795396
87,3.966666666666667,-4.274538035308874
88,4.011111111111111,-4.2118076538498945
89,4.055555555555555,-3.0769022753412187
90,4.1,-2.763465632799501
91,4.144444444444444,-2.6410448186803954
92,4.188888888888889,-2.1957284173350935
93,4.233333333333333,-1.7707231214205776
94,4.277777777777778,-1.7264590938673
95,4.322222222222222,-1.2041329272244923
96,4.366666666666666,-0.300827717242979
97,4.4111111111111105,0.5530451960024191
98,4.455555555555556,0.9179002403232127
99,4.5,0.9770467269930285
